Gene	Average shortest path length to known risk genes	FDR p-value (Average shortest path length)	Average cosine similarity with known risk genes	FDR p-value (Average cosine similarity)
UBE4A	5.196969696969697	7.02129323767992e-39	0.10168789	1.0
PRKAA2	5.121212121212121	7.842657521703938e-46	-0.073837735	1.0
ANGPT2	5.378787878787879	2.310813752136869e-24	-0.06631252	1.0
MLPH	5.954545454545454	0.3263039892251784	-0.12792175	1.0
EIF4G1	4.803030303030303	3.987558958650078e-80	-0.13160133	1.0
CD19	4.2272727272727275	8.267787050295119e-158	0.426968	5.036720078058732e-283
PPP3R1	4.363636363636363	4.4418567291027624e-138	0.22679687	1.0726057301548937e-08
ACTN1	4.151515151515151	4.888626158200517e-169	-0.090240635	1.0
SORCS1	15.0	1.0	0.074623846	1.0
PKN3	5.045454545454546	2.823448101503254e-53	0.22968374	4.241101693104934e-10
MIB1	4.621212121212121	7.283583094836594e-103	-0.19923759	1.0
NFE2	5.151515151515151	5.424357440584188e-43	-0.012957502	1.0
PDE4A	4.393939393939394	8.794930156881239e-134	0.32072833	1.4588027764531094e-104
GFI1B	5.196969696969697	7.02129323767992e-39	0.13952634	1.0
VPS39	7.5606060606060606	1.0	0.5058821	0.0
JPH3	4.090909090909091	3.809368010691429e-178	0.3944323	2.5784708041134716e-225
DCAF6	3.6818181818181817	2.128037989066549e-241	-0.11034387	1.0
NCKAP1	4.666666666666667	5.436100284867346e-97	0.036515243	1.0
SAR1A	5.151515151515151	5.424357440584188e-43	0.21296065	0.0014906547621895434
HBP1	4.212121212121212	4.797666161747924e-160	0.01286916	1.0
NFKB2	3.8333333333333335	1.0527038113259565e-217	-0.21912949	1.0
KIAA1524	4.333333333333333	2.099189068911428e-142	0.28832456	3.072317944073145e-61
RIN2	5.863636363636363	0.01765760733315265	0.3438238	6.487907233705875e-140
SLC6A3	4.348484848484849	3.1116997859273235e-140	-0.13338359	1.0
TSC22D4	5.015151515151516	2.1957164053562734e-56	0.093562745	1.0
UPP1	4.696969696969697	3.8046876614436754e-93	0.15977445	1.0
ULK2	5.303030303030303	5.000995631703424e-30	0.13827159	1.0
SAFB	4.515151515151516	5.4796647160484944e-117	-0.21748292	1.0
UBQLN2	5.136363636363637	2.1211059095571176e-44	-0.16945854	1.0
ZFP36L1	4.287878787878788	5.811180470231197e-149	0.03446797	1.0
ACAA2	8.5	1.0	-0.022954408	1.0
LMNA	4.136363636363637	2.6371604364900228e-171	-0.2116758	1.0
PLEKHM2	5.651515151515151	6.697787609259519e-09	0.13267171	1.0
CEP152	5.03030303030303	8.064061631179219e-55	0.32718715	3.9172030306819164e-114
PRKD3	4.121212121212121	1.4005079411372226e-173	0.2788527	2.4939158785043036e-50
FGD1	4.636363636363637	6.822339762337563e-101	0.65662473	0.0
USP5	4.515151515151516	5.4796647160484944e-117	0.32767	7.371492975601094e-115
EPS8L1	4.893939393939394	1.4942820346636513e-69	0.44693908	1.015567e-318
NT5C2	5.46969696969697	2.4478342092671837e-18	-0.13830832	1.0
VARS	4.924242424242424	3.717947928122215e-66	0.037839606	1.0
SLC16A2	4.787878787878788	6.088748728568496e-82	-0.07428054	1.0
GM2A	15.0	1.0	0.045647744	1.0
RAB11FIP1	6.409090909090909	1.0	0.002936392	1.0
CKAP5	4.590909090909091	7.732232621026812e-107	0.19676551	0.8980233169584924
HNRNPL	4.712121212121212	3.0530599093290475e-91	-0.17122774	1.0
OAT	5.409090909090909	2.9159368781695483e-22	-0.0056433	1.0
CTDSP1	4.712121212121212	3.0530599093290475e-91	0.11033105	1.0
CD5	4.2272727272727275	8.267787050295119e-158	-0.019324372	1.0
ADRB1	5.621212121212121	3.175983136226044e-10	-0.052576117	1.0
NOTCH2	4.984848484848484	1.4401608249225746e-59	0.5921855	0.0
HOXA13	4.545454545454546	6.816081911527422e-113	0.012600461	1.0
ATOH1	4.621212121212121	7.283583094836594e-103	0.098704435	1.0
RAD18	4.803030303030303	3.987558958650078e-80	-0.079388075	1.0
ARHGEF4	4.651515151515151	6.187097844781667e-99	-0.13988316	1.0
ARHGAP29	4.7272727272727275	2.361383125752759e-89	0.034546867	1.0
ALX4	4.696969696969697	3.8046876614436754e-93	0.02268999	1.0
MTA1	3.727272727272727	2.9381361954994715e-234	0.33461308	1.885761168596827e-125
ZDHHC4	4.090909090909091	3.809368010691429e-178	0.16692287	1.0
GPATCH8	5.151515151515151	5.424357440584188e-43	0.67846787	0.0
TOM1L2	5.106060606060606	2.7827458189784703e-47	0.41219643	1.0628119123773944e-256
RANBP10	15.0	1.0	0.20362955	0.149709396834007
IFRD1	4.515151515151516	5.4796647160484944e-117	0.0033869618	1.0
PDX1	4.787878787878788	6.088748728568496e-82	0.049712703	1.0
CALCOCO1	5.409090909090909	2.9159368781695483e-22	0.11540223	1.0
KLF3	5.318181818181818	7.542094722616821e-29	0.5081206	0.0
MFI2	9.333333333333334	1.0	0.07344966	1.0
TGFA	4.954545454545454	7.93776677568414e-63	0.16566558	1.0
RNF123	3.9393939393939394	2.757966219865828e-201	0.5268519	0.0
HTRA2	4.621212121212121	7.283583094836594e-103	-0.13634638	1.0
EXOSC10	5.257575757575758	1.0798160343680533e-33	-0.05624654	1.0
TSC1	3.6769230769230767	3.895109642629092e-242	0.096609585	1.0
ADAM11	6.666666666666667	1.0	0.10095417	1.0
PARVB	4.651515151515151	6.187097844781667e-99	0.10350293	1.0
ACTR10	4.848484848484849	9.105895800645387e-75	0.054537624	1.0
GOLGA4	7.424242424242424	1.0	-0.12881926	1.0
TSEN34	7.636363636363637	1.0	0.0072315363	1.0
SLC17A7	5.333333333333333	1.0790384356130577e-27	-0.08622581	1.0
PTBP1	4.742424242424242	1.7760953240947375e-87	-0.18348245	1.0
POFUT1	5.151515151515151	5.424357440584188e-43	0.05606116	1.0
MAGEE1	5.409090909090909	2.9159368781695483e-22	0.21162662	0.0033881407401228935
TERF1	4.681818181818182	4.6176288953559986e-95	-0.072160065	1.0
SMCR7	5.318181818181818	7.542094722616821e-29	-0.014611696	1.0
BAIAP3	6.53030303030303	1.0	0.11904399	1.0
HOXA11	4.2727272727272725	3.653471191512652e-151	0.14051594	1.0
KPNA6	3.772727272727273	3.804547471894377e-227	-0.10314817	1.0
NECAP1	4.545454545454546	6.816081911527422e-113	0.17243329	1.0
ARID4A	4.378787878787879	6.28958515631937e-136	0.5818644	0.0
STK38L	4.287878787878788	5.811180470231197e-149	0.013220844	1.0
MAP2	4.2727272727272725	3.653471191512652e-151	0.57789665	0.0
PPP2R3A	4.833333333333333	1.5440304108976452e-76	0.3220966	1.439822447301612e-106
FLRT3	5.242424242424242	5.863140216407729e-35	-0.12397992	1.0
KLC1	4.666666666666667	5.436100284867346e-97	-0.1341778	1.0
XRCC6	3.5	4.466245540016186e-270	-0.20565149	1.0
DUT	3.9696969696969697	1.2614138619558587e-196	0.28782532	1.2148309532710242e-60
C9orf78	5.333333333333333	1.0790384356130577e-27	0.076964125	1.0
CBFB	4.515151515151516	5.4796647160484944e-117	0.21827531	3.218577909288936e-05
RHOH	5.378787878787879	2.310813752136869e-24	0.07702676	1.0
PISD	15.0	1.0	0.14277253	1.0
ADAM17	5.181818181818182	3.1356292036781608e-40	-0.19834252	1.0
SURF2	5.833333333333333	0.004305575878039548	0.062966906	1.0
RIPK1	3.9545454545454546	5.955351628610733e-199	0.03357075	1.0
CD44	5.151515151515151	5.424357440584188e-43	0.010312418	1.0
RTDR1	4.090909090909091	3.809368010691429e-178	0.13742049	1.0
POLD2	4.651515151515151	6.187097844781667e-99	-0.120166264	1.0
YLPM1	5.424242424242424	3.0278538145354285e-21	0.14426723	1.0
NCAPG	5.0	5.73731037415242e-58	-0.171242	1.0
GTF3A	5.666666666666667	2.8110393516224482e-08	0.020435153	1.0
TTC8	6.5	1.0	-0.045234516	1.0
FSD1	4.257575757575758	2.294211690470845e-153	-0.06733	1.0
SH2D1B	5.651515151515151	6.697787609259519e-09	0.07711815	1.0
STT3A	6.181818181818182	1.0	0.116748884	1.0
HNRNPU	3.9696969696969697	1.2614138619558587e-196	-0.16895752	1.0
RBP1	4.318181818181818	1.39485974342238e-144	0.23486523	6.678747424883806e-13
CFHR5	10.151515151515152	1.0	-0.09587079	1.0
ITGB1BP2	4.742424242424242	1.7760953240947375e-87	0.12671365	1.0
CD46	6.090909090909091	1.0	0.060380075	1.0
TPX2	4.53030303030303	6.196157745775322e-115	0.38297963	2.4005147792162266e-205
TRPV5	5.166666666666667	1.3342906577176216e-41	0.25174463	1.762505059456306e-24
KIAA0232	7.393939393939394	1.0	-0.019566586	1.0
EFEMP1	5.2272727272727275	3.054149657767389e-36	-0.07837591	1.0
DDX42	6.348484848484849	1.0	0.14974439	1.0
FCRL3	5.242424242424242	5.863140216407729e-35	-0.1288364	1.0
GTF2A1L	4.075757575757576	1.943615093456485e-180	-0.07415933	1.0
DNAJB9	4.818181818181818	2.526887068025153e-78	0.04028808	1.0
VTN	5.4393939393939394	2.973650604950998e-20	0.42914426	6.523204737718314e-287
DIS3L2	4.454545454545454	2.6584028516486256e-125	-0.100819364	1.0
ZNF384	4.696969696969697	3.8046876614436754e-93	-0.0151877785	1.0
LNPEP	7.681818181818182	1.0	0.6232571	0.0
INTS1	6.545454545454546	1.0	0.65492517	0.0
GLI3	3.9393939393939394	2.757966219865828e-201	0.62091666	0.0
SYT6	4.7727272727272725	8.965969538698311e-84	0.013617751	1.0
PANK4	4.7272727272727275	2.361383125752759e-89	0.24507216	1.8343516279805191e-19
TNFRSF11B	6.393939393939394	1.0	0.008719221	1.0
ZNF709	5.863636363636363	0.01765760733315265	0.2285976	1.475209820768695e-09
CSRNP2	4.515151515151516	5.4796647160484944e-117	-0.06478076	1.0
RBM10	6.46969696969697	1.0	0.119191445	1.0
NOD1	4.363636363636363	4.4418567291027624e-138	0.15535875	1.0
AGAP2	4.5606060606060606	7.325333522650586e-111	0.0858758	1.0
FES	4.0606060606060606	9.776009835342165e-183	0.2502873	2.4563724550661336e-23
KCNF1	15.0	1.0	-0.08365883	1.0
ARAF	4.106060606060606	7.365278323712362e-176	-0.17449836	1.0
TRPT1	5.045454545454546	2.823448101503254e-53	0.21182682	0.003005494032599104
LDOC1	4.590909090909091	7.732232621026812e-107	0.14925317	1.0
FCN1	7.893939393939394	1.0	0.31998453	1.771109695106587e-103
COL20A1	5.924242424242424	0.15242665824965337	0.027850844	1.0
EFS	4.348484848484849	3.1116997859273235e-140	-0.0794039	1.0
TLR3	5.0	5.73731037415242e-58	-0.19531254	1.0
COIL	4.348484848484849	3.1116997859273235e-140	-0.22016223	1.0
VWA1	6.818181818181818	1.0	0.009439665	1.0
DKK3	5.409090909090909	2.9159368781695483e-22	0.10944284	1.0
XPO4	4.878787878787879	2.82563781485433e-71	-0.20819813	1.0
MAPK9	3.606060606060606	2.6042283086778638e-253	0.30343068	2.258426036899705e-80
LURAP1	5.484848484848484	2.0437351789857054e-17	0.06414917	1.0
ITGB1BP1	5.696969696969697	4.17278972504703e-07	0.37274766	9.226301865218454e-188
RPS6KC1	5.878787878787879	0.032883936894816605	0.4269707	4.9841218876607375e-283
KRT19	5.393939393939394	2.6774841116875216e-23	0.4127166	1.2663779965308986e-257
TRIM31	5.045454545454546	2.823448101503254e-53	0.0023297356	1.0
ZNF335	4.621212121212121	7.283583094836594e-103	0.029533828	1.0
MCM4	4.606060606060606	7.605891566940396e-105	-0.19466673	1.0
FLNC	5.2727272727272725	1.8898783298604643e-32	0.31734726	1.1553280387419698e-99
NFYB	3.787878787878788	8.678073467218118e-225	0.21050376	0.006489051605935302
ATF1	3.742424242424242	6.929834171225083e-232	0.42903277	1.0308888585398157e-286
ZNF440	5.378787878787879	2.310813752136869e-24	-0.113089085	1.0
TBX5	5.090909090909091	9.42672456685099e-49	-0.043876532	1.0
RPS6KA1	3.4545454545454546	2.709567252243803e-277	0.29991776	9.59515547270755e-76
SRGAP2	4.363636363636363	4.4418567291027624e-138	0.59941936	0.0
MAPK10	3.727272727272727	2.9381361954994715e-234	0.43388063	2.2376637254555462e-295
ZNF557	4.757575757575758	1.2813048174903688e-85	0.038944356	1.0
SMPD2	5.393939393939394	2.6774841116875216e-23	0.42728338	1.3766277749131612e-283
KIAA0664	6.666666666666667	1.0	0.6325548	0.0
WBP4	4.575757575757576	7.642634320383592e-109	0.08569853	1.0
MRI1	5.075757575757576	3.0673721766277474e-50	0.10604041	1.0
UBR5	3.9696969696969697	1.2614138619558587e-196	0.69952667	0.0
RBM19	4.893939393939394	1.4942820346636513e-69	0.23172069	3.70898772647377e-11
ANO8	6.696969696969697	1.0	0.0127565265	1.0
SSH1	4.954545454545454	7.93776677568414e-63	0.46044692	0.0
TLN2	6.378787878787879	1.0	0.69250506	0.0
NR3C2	3.712121212121212	1.225750168053399e-236	-0.18870132	1.0
PPEF2	4.818181818181818	2.526887068025153e-78	0.36011663	1.7838962163419132e-166
MYOT	4.863636363636363	5.160066025918051e-73	0.47721872	0.0
ZDHHC7	6.5606060606060606	1.0	0.008305882	1.0
ANAPC5	4.454545454545454	2.6584028516486256e-125	-0.13300067	1.0
SEMA4C	5.666666666666667	2.8110393516224482e-08	0.3412468	7.985887331676686e-136
GPC1	7.106060606060606	1.0	-0.028258111	1.0
HIST4H4	4.287878787878788	5.811180470231197e-149	0.20260692	0.21198252037529317
COL8A2	15.0	1.0	0.24175279	3.5266634876040585e-17
DCAF11	5.7727272727272725	0.00012696930978608074	0.49577448	0.0
ALDH7A1	6.348484848484849	1.0	-0.06166665	1.0
PREP	7.5	1.0	0.100494616	1.0
SYNM	7.2272727272727275	1.0	-0.061927825	1.0
INVS	5.46969696969697	2.4478342092671837e-18	0.39586172	7.985852919609162e-228
PECR	7.515151515151516	1.0	0.20059222	0.3852444268882155
CNKSR3	6.151515151515151	1.0	0.22525601	5.407118463504139e-08
BCL3	3.5606060606060606	1.6294323761681487e-260	0.011541807	1.0
SYN2	4.454545454545454	2.6584028516486256e-125	0.084092736	1.0
KPNA1	4.46969696969697	3.322043501688977e-123	0.45967358	0.0
CDK17	4.0606060606060606	9.776009835342165e-183	0.4738589	0.0
CACNA1B	6.636363636363637	1.0	0.0283901	1.0
VAC14	6.212121212121212	1.0	0.31638557	2.7648065274198567e-98
TRIM33	4.742424242424242	1.7760953240947375e-87	0.13215724	1.0
COPG1	6.742424242424242	1.0	0.028765708	1.0
DPPA4	4.515151515151516	5.4796647160484944e-117	0.1354527	1.0
AFG3L2	6.863636363636363	1.0	0.33443794	3.514694007583091e-125
CHEK2	3.696969696969697	5.152520878395471e-239	0.454451	0.0
FANCC	4.0606060606060606	9.776009835342165e-183	-0.1832816	1.0
TAF4	4.833333333333333	1.5440304108976452e-76	-0.023104552	1.0
CA2	6.196969696969697	1.0	0.05875909	1.0
TNFSF12	5.666666666666667	2.8110393516224482e-08	0.073306456	1.0
U2AF2	4.696969696969697	3.8046876614436754e-93	-0.2082684	1.0
MIB2	5.454545454545454	2.7725974817306937e-19	-0.15489759	1.0
PROCA1	4.757575757575758	1.2813048174903688e-85	0.068148546	1.0
NADSYN1	6.378787878787879	1.0	-0.15057759	1.0
TMEM241	5.4393939393939394	2.973650604950998e-20	0.15153146	1.0
SORCS3	9.575757575757576	1.0	0.00674288	1.0
ROBO4	5.303030303030303	5.000995631703424e-30	0.17838508	1.0
UBTF	3.606060606060606	2.6042283086778638e-253	0.21389912	0.0008088192031291863
ERN1	4.166666666666667	8.846692185045926e-167	-0.19400994	1.0
MADD	5.363636363636363	1.8904454137449194e-25	0.687719	0.0
SBF1	4.909090909090909	7.610370895101997e-68	0.21609895	0.00017236772002118039
KLHDC9	4.757575757575758	1.2813048174903688e-85	0.060285747	1.0
ANKRD11	4.46969696969697	3.322043501688977e-123	0.016484637	1.0
TRIM69	4.378787878787879	6.28958515631937e-136	-0.07866461	1.0
ZIC3	4.9393939393939394	1.7489259190183097e-64	-0.02238114	1.0
SEC24B	7.454545454545454	1.0	0.024152245	1.0
AP2A1	4.636363636363637	6.822339762337563e-101	0.13219477	1.0
MGAT1	4.757575757575758	1.2813048174903688e-85	0.01873436	1.0
HSPA2	4.106060606060606	7.365278323712362e-176	0.44177625	1.716413577727793e-309
MAFA	3.9393939393939394	2.757966219865828e-201	0.09125385	1.0
SCYL2	4.666666666666667	5.436100284867346e-97	0.2017993	0.272954003551307
TRDN	8.227272727272727	1.0	-0.061624095	1.0
PIK3C3	4.2727272727272725	3.653471191512652e-151	0.28872105	1.0273111077520817e-61
RND1	4.590909090909091	7.732232621026812e-107	0.5140806	0.0
CEP63	5.515151515151516	1.2036111894347524e-15	-0.16683316	1.0
CCDC88C	5.106060606060606	2.7827458189784703e-47	-0.18009849	1.0
FCHO1	4.287878787878788	5.811180470231197e-149	-0.16369592	1.0
PRSS8	5.075757575757576	3.0673721766277474e-50	0.09257292	1.0
KCNJ16	6.575757575757576	1.0	0.26221263	1.8532541036442666e-33
INHBB	5.984848484848484	0.5760843658626654	-0.10279717	1.0
POLD3	4.863636363636363	5.160066025918051e-73	-0.04860932	1.0
DGKZ	5.818181818181818	0.0019474643721202683	0.55595887	0.0
EFNA2	5.257575757575758	1.0798160343680533e-33	0.18756217	1.0
SHC3	4.303030303030303	9.116079619484862e-147	0.4686377	0.0
UBA1	4.575757575757576	7.642634320383592e-109	0.028456219	1.0
PCID2	5.712121212121212	1.4715270144469939e-06	0.11670625	1.0
BTBD1	4.742424242424242	1.7760953240947375e-87	-0.070226245	1.0
CENPJ	4.166666666666667	8.846692185045926e-167	0.6191126	0.0
DDX5	3.712121212121212	1.225750168053399e-236	-0.06994207	1.0
LOXL1	9.136363636363637	1.0	0.19277994	1.0
RASGRP2	5.106060606060606	2.7827458189784703e-47	0.44786406	2.265e-320
IQGAP1	3.772727272727273	3.804547471894377e-227	0.61072475	0.0
CCDC6	4.196969696969697	2.763455793572972e-162	-0.0123420805	1.0
FBLN1	5.984848484848484	0.5760843658626654	0.63723534	0.0
GCFC2	5.151515151515151	5.424357440584188e-43	0.54845566	0.0
CHMP5	15.0	1.0	0.043489676	1.0
FBP2	4.545454545454546	6.816081911527422e-113	0.1264156	1.0
TMCC2	5.393939393939394	2.6774841116875216e-23	0.19578028	1.0
RTN1	8.303030303030303	1.0	0.11196629	1.0
RAB3IL1	7.106060606060606	1.0	0.008663072	1.0
TBC1D10A	5.121212121212121	7.842657521703938e-46	-0.061620004	1.0
APLF	6.893939393939394	1.0	0.13713865	1.0
PTPN23	7.0	1.0	-0.05719917	1.0
SCAPER	6.151515151515151	1.0	0.6537659	0.0
SGMS1	5.151515151515151	5.424357440584188e-43	0.056765	1.0
SKIV2L	6.166666666666667	1.0	0.6642406	0.0
LMO2	4.893939393939394	1.4942820346636513e-69	0.04919003	1.0
TOPORS	3.727272727272727	2.9381361954994715e-234	0.14662832	1.0
STBD1	5.075757575757576	3.0673721766277474e-50	0.080659695	1.0
SEMG1	6.393939393939394	1.0	-0.08466868	1.0
CYBB	4.393939393939394	8.794930156881239e-134	-0.15491903	1.0
SEC23A	6.454545454545454	1.0	0.47738004	0.0
MC4R	15.0	1.0	0.123977065	1.0
TMEM62	7.151515151515151	1.0	0.1141536	1.0
PDE4B	4.590909090909091	7.732232621026812e-107	0.5817397	0.0
STXBP5	6.287878787878788	1.0	0.07584312	1.0
IL17RD	4.651515151515151	6.187097844781667e-99	-0.14993757	1.0
MRE11A	4.257575757575758	2.294211690470845e-153	-0.18395686	1.0
FDXR	4.348484848484849	3.1116997859273235e-140	-0.09860377	1.0
CNOT3	5.378787878787879	2.310813752136869e-24	0.52605927	0.0
ARHGAP4	5.2727272727272725	1.8898783298604643e-32	-0.17150158	1.0
SOX1	4.196969696969697	2.763455793572972e-162	0.10065058	1.0
EVPL	10.030303030303031	1.0	-0.01194956	1.0
STK3	4.121212121212121	1.4005079411372226e-173	-0.10009875	1.0
NCOA2	3.621212121212121	6.197351777364267e-251	-0.119156	1.0
RERE	4.803030303030303	3.987558958650078e-80	0.24368511	1.7182415720018878e-18
ARHGEF1	4.424242424242424	1.6016175437748486e-129	0.27135158	2.402105951101067e-42
TRIM27	4.454545454545454	2.6584028516486256e-125	-0.11439956	1.0
PTPRT	8.121212121212121	1.0	0.33583894	2.378184038965617e-127
NPAT	4.257575757575758	2.294211690470845e-153	-0.18559194	1.0
CKAP4	5.454545454545454	2.7725974817306937e-19	0.3976791	5.11079947592678e-231
NIT1	4.409090909090909	1.1994242041498635e-131	0.15577939	1.0
LIFR	4.787878787878788	6.088748728568496e-82	0.044169284	1.0
PPP2R5E	4.181818181818182	1.5761062911751013e-164	-0.08543872	1.0
MLLT6	4.7272727272727275	2.361383125752759e-89	0.10236251	1.0
ZEB1	3.8615384615384616	2.720167884103955e-213	0.5958179	0.0
SLC22A5	5.863636363636363	0.01765760733315265	-0.11307499	1.0
TRIB2	5.409090909090909	2.9159368781695483e-22	0.116499566	1.0
CCDC130	4.424242424242424	1.6016175437748486e-129	0.026460515	1.0
SCLT1	5.96969696969697	0.4436187976085343	0.23524742	4.0162280067427065e-13
EIF4EBP1	3.727272727272727	2.9381361954994715e-234	0.26760206	1.383387761513688e-38
CARD6	5.333333333333333	1.0790384356130577e-27	0.16826048	1.0
FLYWCH1	4.484848484848484	4.014635475591554e-121	0.41045848	1.2971360198413463e-253
PIGK	15.0	1.0	0.14200795	1.0
GNPTG	6.9393939393939394	1.0	0.07827376	1.0
PSEN1	3.757575757575758	1.6274839461850206e-229	-0.20050135	1.0
SUPT7L	5.121212121212121	7.842657521703938e-46	0.041485686	1.0
MAGEA12	4.666666666666667	5.436100284867346e-97	0.16702127	1.0
ENG	6.5606060606060606	1.0	-0.20508137	1.0
MYCBP2	3.8181818181818183	4.652961405653735e-220	0.2040675	0.127749964282254
ST6GAL1	5.484848484848484	2.0437351789857054e-17	0.016468532	1.0
GATA6	4.2727272727272725	3.653471191512652e-151	-0.11025038	1.0
ZHX2	4.4393939393939394	2.086267991521298e-127	0.3078774	2.2393280599526242e-86
DNAJC6	4.9393939393939394	1.7489259190183097e-64	-0.17165023	1.0
SLC9A3R1	5.090909090909091	9.42672456685099e-49	-0.16158932	1.0
ZNF259	4.7272727272727275	2.361383125752759e-89	-0.033269987	1.0
GPR143	11.424242424242424	1.0	-0.024225924	1.0
CEP57	6.136363636363637	1.0	0.17976904	1.0
MYPOP	4.7727272727272725	8.965969538698311e-84	0.031022007	1.0
CASP1	4.121212121212121	1.4005079411372226e-173	0.34239376	1.2183168083447803e-137
CLCA1	4.954545454545454	7.93776677568414e-63	-0.17558375	1.0
KIAA1199	15.0	1.0	0.41714635	1.6679323496479567e-265
ABCA1	5.196969696969697	7.02129323767992e-39	0.68120694	0.0
STEAP3	5.136363636363637	2.1211059095571176e-44	0.20698225	0.03862740390062974
PDIA4	7.454545454545454	1.0	-0.12501407	1.0
BRIP1	4.181818181818182	1.5761062911751013e-164	0.66314334	0.0
DAZAP2	4.651515151515151	6.187097844781667e-99	0.043862347	1.0
ABCB11	6.53030303030303	1.0	0.0024614667	1.0
ADCY5	4.4393939393939394	2.086267991521298e-127	0.6829066	0.0
USP28	4.621212121212121	7.283583094836594e-103	0.15610315	1.0
RAI1	4.409090909090909	1.1994242041498635e-131	0.20073247	0.37083995055322044
DVL3	4.424242424242424	1.6016175437748486e-129	-0.20880951	1.0
INADL	5.03030303030303	8.064061631179219e-55	0.279783	2.319279926372364e-51
PRPF19	5.606060606060606	6.348103253092237e-11	0.22598147	2.5507035705376526e-08
SERPINE2	8.06060606060606	1.0	-0.0041382764	1.0
LILRB2	6.818181818181818	1.0	-0.15702762	1.0
SEC61A2	7.454545454545454	1.0	0.002860972	1.0
RPH3AL	5.9393939393939394	0.22883090852705568	-0.0072739082	1.0
CADM1	5.03030303030303	8.064061631179219e-55	-0.02104963	1.0
ESPN	5.5606060606060606	3.572196729675238e-13	0.24705294	6.827691987673734e-21
SACS	5.090909090909091	9.42672456685099e-49	0.33715057	2.1663151394460874e-129
NUMBL	4.2272727272727275	8.267787050295119e-158	-0.09841045	1.0
IRF2BPL	5.136363636363637	2.1211059095571176e-44	0.34312135	8.519634065024526e-139
VPRBP	4.7727272727272725	8.965969538698311e-84	-0.17859228	1.0
SERPINI1	6.742424242424242	1.0	0.4955354	0.0
CD58	4.984848484848484	1.4401608249225746e-59	0.075941205	1.0
FBN1	7.166666666666667	1.0	0.7043511	0.0
PPM1F	4.242424242424242	1.391612686384099e-155	-0.037958015	1.0
ZYG11B	6.484848484848484	1.0	0.4487054	7.2e-322
SH3BP2	4.196969696969697	2.763455793572972e-162	0.35350147	1.4825741471340423e-155
ADD2	4.212121212121212	4.797666161747924e-160	0.42527333	5.339983898212791e-280
NCF2	4.4393939393939394	2.086267991521298e-127	0.47156295	0.0
AGFG2	5.03030303030303	8.064061631179219e-55	-0.060886253	1.0
KPNA5	4.348484848484849	3.1116997859273235e-140	-0.08719489	1.0
ORC6	5.318181818181818	7.542094722616821e-29	0.13800514	1.0
EPB41L3	4.03030303030303	2.4119262173128045e-187	0.686681	0.0
PPM1D	3.9393939393939394	2.757966219865828e-201	-0.14131932	1.0
DBNL	4.7727272727272725	8.965969538698311e-84	0.47416574	0.0
NFRKB	4.46969696969697	3.322043501688977e-123	0.05088745	1.0
ARHGEF12	5.363636363636363	1.8904454137449194e-25	-0.22352621	1.0
LRFN1	5.712121212121212	1.4715270144469939e-06	0.37435973	1.6335320217148926e-190
DCP1B	6.909090909090909	1.0	-0.15476774	1.0
SELENBP1	4.96969696969697	3.453316756337159e-61	-0.031661708	1.0
DOT1L	6.075757575757576	1.0	-0.05848421	1.0
MMP19	8.590909090909092	1.0	-0.05527211	1.0
DAP3	3.742424242424242	6.929834171225083e-232	0.14555085	1.0
RHPN2	4.166666666666667	8.846692185045926e-167	0.4352057	9.581194219051738e-298
KRT7	5.575757575757576	2.1253131483774454e-12	0.13600008	1.0
MPDZ	5.4393939393939394	2.973650604950998e-20	-0.14775242	1.0
BRSK1	4.2727272727272725	3.653471191512652e-151	-0.16052768	1.0
RAB3B	6.545454545454546	1.0	0.11189906	1.0
IFNAR1	4.0606060606060606	9.776009835342165e-183	0.27776426	3.908362119076485e-49
SP100	4.166666666666667	8.846692185045926e-167	0.42646384	4.002817217784033e-282
KCNJ1	4.212121212121212	4.797666161747924e-160	0.031603295	1.0
SNTG1	6.787878787878788	1.0	0.36306542	2.141527613056396e-171
ERG	4.196969696969697	2.763455793572972e-162	-0.036495384	1.0
KIR3DL2	8.166666666666666	1.0	-0.04749103	1.0
CFL1	4.7272727272727275	2.361383125752759e-89	0.121552914	1.0
ITGB7	4.151515151515151	4.888626158200517e-169	0.60835093	0.0
PLEKHG2	4.590909090909091	7.732232621026812e-107	0.6815058	0.0
ERBB3	4.181818181818182	1.5761062911751013e-164	0.34695467	6.277840395153373e-145
CD3EAP	4.4393939393939394	2.086267991521298e-127	-0.10771417	1.0
ITPR1	4.575757575757576	7.642634320383592e-109	-0.094184324	1.0
NEB	5.545454545454546	5.662991807285104e-14	-0.18109742	1.0
MTTP	6.575757575757576	1.0	0.53210753	0.0
TP53BP1	3.757575757575758	1.6274839461850206e-229	0.51210946	0.0
IRAK2	4.878787878787879	2.82563781485433e-71	-0.20895274	1.0
CBY1	4.196969696969697	2.763455793572972e-162	0.23403054	1.997125804411754e-12
BRD3	5.409090909090909	2.9159368781695483e-22	-0.15323825	1.0
BSN	6.515151515151516	1.0	0.10131809	1.0
LIN7A	5.045454545454546	2.823448101503254e-53	0.14843298	1.0
KRT81	5.5606060606060606	3.572196729675238e-13	-0.06570933	1.0
PYDC2	7.121212121212121	1.0	0.17686094	1.0
EXOC2	6.0606060606060606	1.0	0.14316256	1.0
TSSC4	4.878787878787879	2.82563781485433e-71	0.11909751	1.0
DSCAM	4.333333333333333	2.099189068911428e-142	0.201182	0.32748112778048005
